timestamp,direction
2025-10-10 10:23:50,left
2025-10-10 10:24:00,down
2025-10-10 10:24:10,right
2025-10-10 10:24:21,up
2025-10-10 10:24:32,down
2025-10-10 10:24:44,left
2025-10-10 10:24:57,right
2025-10-10 10:25:09,up
2025-10-10 10:25:25,down
2025-10-10 10:25:43,left
2025-10-10 10:25:58,right
2025-10-10 10:26:16,up
2025-10-10 10:26:33,down
2025-10-10 10:26:50,left
2025-10-10 10:27:08,right
2025-10-10 10:27:25,up
2025-10-10 10:27:45,down
2025-10-10 10:28:02,left
2025-10-10 10:28:19,right
2025-10-10 10:28:32,up
