timestamp,direction
2025-10-11 02:56:25,down
2025-10-11 02:56:35,right
2025-10-11 02:56:45,up
2025-10-11 02:56:55,left
2025-10-11 02:57:05,down
2025-10-11 02:57:15,right
2025-10-11 02:57:25,up
2025-10-11 02:57:35,left
2025-10-11 02:57:45,down
2025-10-11 02:57:55,up
2025-10-11 02:58:05,right
2025-10-11 02:58:15,left
2025-10-11 02:58:25,down
2025-10-11 02:58:35,up
2025-10-11 02:58:45,right
2025-10-11 02:58:55,left
2025-10-11 02:59:05,up
2025-10-11 02:59:15,down
2025-10-11 02:59:25,right
2025-10-11 02:59:35,left
2025-10-11 02:59:45,up
2025-10-11 02:59:55,down
2025-10-11 03:00:05,left
2025-10-11 03:00:15,right
2025-10-11 03:00:25,up
2025-10-11 03:00:35,down
2025-10-11 03:00:45,left
2025-10-11 03:00:55,right
2025-10-11 03:01:05,up
2025-10-11 03:01:15,down
