timestamp,direction
2025-10-11 07:02:10,up
2025-10-11 07:02:26,down
2025-10-11 07:02:37,left
2025-10-11 07:02:48,right
2025-10-11 07:02:59,up
2025-10-11 07:03:28,down
2025-10-11 07:03:39,left
2025-10-11 07:03:50,right
2025-10-11 07:04:01,up
2025-10-11 07:04:30,down
2025-10-11 07:04:41,left
2025-10-11 07:04:52,right
2025-10-11 07:05:03,up
2025-10-11 07:05:32,left
2025-10-11 07:05:43,right
2025-10-11 07:05:54,down
2025-10-11 07:06:05,up
2025-10-11 07:06:34,right
2025-10-11 07:06:45,left
2025-10-11 07:06:56,down
