timestamp,direction
2025-10-11 07:02:13,up
2025-10-11 07:02:28,left
2025-10-11 07:02:39,right
2025-10-11 07:02:50,down
2025-10-11 07:03:01,up
2025-10-11 07:03:30,left
2025-10-11 07:03:41,down
2025-10-11 07:03:52,right
2025-10-11 07:04:03,up
2025-10-11 07:04:32,down
2025-10-11 07:04:43,left
2025-10-11 07:04:54,right
2025-10-11 07:05:05,up
2025-10-11 07:05:34,left
2025-10-11 07:05:45,down
2025-10-11 07:05:56,right
2025-10-11 07:06:07,up
2025-10-11 07:06:36,down
2025-10-11 07:06:47,left
2025-10-11 07:06:58,right
