timestamp,direction
2025-10-11 07:02:01,up
2025-10-11 07:02:15,down
2025-10-11 07:02:26,left
2025-10-11 07:02:37,right
2025-10-11 07:02:48,up
2025-10-11 07:03:17,left
2025-10-11 07:03:28,down
2025-10-11 07:03:39,right
2025-10-11 07:03:50,up
2025-10-11 07:04:19,left
2025-10-11 07:04:30,right
2025-10-11 07:04:41,down
2025-10-11 07:04:52,up
2025-10-11 07:05:21,left
2025-10-11 07:05:32,right
2025-10-11 07:05:43,down
2025-10-11 07:05:54,up
2025-10-11 07:06:23,down
2025-10-11 07:06:34,left
2025-10-11 07:06:45,right
