timestamp,vehicle_id,vehicle_type,direction,mode,wait_time_sec,plan_seq,lane,will_turn,turn_direction,target_turn_lane,released_sec,crossed_sec
2026-09-10 02:43:44,126830602056144,bike,left,priority,6.69,7,1,False,left,0,1.7501,10.0917
2026-09-10 02:43:44,126830602056624,car,left,priority,4.98,13,2,True,down,0,3.2501,10.092
2026-09-10 02:43:44,126830602058736,bike,left,priority,0.94,30,0,True,up,0,7.5013,10.0923
2026-09-10 02:43:45,126830602053600,bus,left,priority,5.26,11,1,False,left,0,2.7501,10.5892
2026-09-10 02:43:45,126830602057152,truck,left,priority,3.67,18,2,False,left,0,4.5001,10.8621
2026-09-10 02:43:46,126830602059120,bus,left,priority,0,32,0,True,up,1,8.0001,11.2314
2026-09-10 02:43:46,126830602057824,bus,left,priority,3.59,22,1,False,left,0,5.5001,11.4235
2026-09-10 02:43:46,126830602057728,truck,left,priority,2.59,21,2,True,down,2,5.2501,11.6806
2026-09-10 02:43:47,126830602058160,truck,left,priority,1.53,26,2,True,down,2,6.5001,12.5173
2026-09-10 02:43:47,126830602054080,truck,left,priority,2.59,24,1,False,left,0,6.0001,12.63
2026-09-10 02:43:48,126830602059504,bike,left,priority,1.59,36,1,False,left,0,9.0001,13.4498
2026-09-10 02:43:48,126830602059312,truck,left,priority,0,33,0,False,left,0,8.2501,13.6255
2026-09-10 02:43:49,126830602125632,truck,left,priority,0,45,2,False,left,0,11.2501,14.4128
2026-09-10 02:43:49,126830602125680,car,left,priority,0,48,1,False,left,0,12.0001,14.4443
2026-09-10 02:43:49,126830603719872,bus,left,priority,0,41,0,False,left,0,10.2501,14.8956
2026-09-10 02:43:55,126830604584000,bus,up,priority,18.78,0,1,False,up,0,0.0003,21.0902
2026-09-10 02:43:55,126830602056192,bus,up,priority,17.53,5,2,False,up,0,1.2501,21.0905
2026-09-10 02:43:55,126830602056384,bike,up,priority,17.27,8,0,True,left,1,2.001,21.0906
2026-09-10 02:43:56,126830602056528,bus,up,priority,15.65,10,0,True,left,1,2.5001,21.5878
2026-09-10 02:43:56,126830601524752,truck,up,priority,16.4,9,2,False,up,0,2.2501,22.0849
2026-09-10 02:43:56,126830602053216,truck,up,priority,17.54,1,1,False,up,0,0.2509,22.1011
2026-09-10 02:43:57,126830602057392,car,up,priority,15.23,20,0,False,up,0,5.0001,22.4069
2026-09-10 02:43:57,126830602127264,bus,up,priority,5.72,58,1,False,up,0,14.5001,22.9066
2026-09-10 02:43:57,126830602056720,truck,up,priority,15.34,12,2,True,right,2,3.0001,22.9222
2026-09-10 02:43:57,126830602057584,car,up,priority,14.52,23,0,True,left,0,5.7501,23.0666
2026-09-10 02:43:58,126830602054128,bike,up,priority,14.03,28,0,True,left,0,7.0001,23.7088
2026-09-10 02:43:58,126830602053936,bike,up,priority,16.24,16,2,False,up,0,4.0001,23.7252
2026-09-10 02:43:58,126830602127456,bike,up,priority,5.75,63,1,False,up,0,15.7501,23.8868
2026-09-10 02:43:59,126830602058688,bus,up,priority,12.95,29,2,False,up,0,7.2501,24.2862
2026-09-10 02:43:59,126830602125920,truck,up,priority,6.66,52,0,True,left,1,13.0001,24.7036
2026-09-10 02:44:00,126830602125872,bus,up,priority,8.91,47,2,False,up,0,11.7501,25.2656
2026-09-10 02:44:00,126830602127840,truck,up,priority,4.43,62,0,True,left,2,15.5001,25.5226
2026-09-10 02:44:00,126830602057008,truck,up,priority,0,89,1,False,up,0,22.2501,25.7803
2026-09-10 02:44:01,126830602126976,car,up,priority,8.14,54,2,True,right,1,13.5001,26.2122
2026-09-10 02:44:01,126830602129472,bus,up,priority,2.46,73,0,True,left,1,18.2501,26.3411
2026-09-10 02:44:01,126830602130000,car,up,priority,0.02,94,1,False,up,0,23.5003,26.5828
2026-09-10 02:44:01,126830602127120,car,up,priority,6.69,60,2,False,up,0,15.0001,26.985
2026-09-10 02:44:02,126830602130192,bike,up,priority,2.76,80,0,False,up,0,20.0001,27.432
2026-09-10 02:44:02,126830602127648,car,up,priority,5.97,61,2,False,up,0,15.2501,27.6241
2026-09-10 02:44:03,126830602129088,truck,up,priority,2.36,70,2,False,up,0,17.5001,28.473
2026-09-10 02:44:03,126830602130672,bus,up,priority,0,98,1,False,up,0,24.5001,28.6179
2026-09-10 02:44:04,126830602054512,truck,up,priority,0,86,0,True,left,2,21.5001,29.1966
2026-09-10 02:44:04,126830602057824,car,up,priority,2.06,81,2,False,up,0,20.2501,29.2766
2026-09-10 02:44:04,126830602054080,bike,up,priority,1.86,91,0,True,left,0,22.7501,30.0168
2026-09-10 02:44:09,126830602056048,bike,down,priority,32.87,3,0,False,down,0,0.7501,35.0792
2026-09-10 02:44:09,126830602055904,bus,down,priority,33.08,2,2,False,down,0,0.5001,35.0945
2026-09-10 02:44:09,126830602056768,bus,down,priority,30.06,14,1,False,down,0,3.5001,35.0948
2026-09-10 02:44:10,126830602056960,bike,down,priority,30.05,17,0,False,down,0,4.2501,35.464
2026-09-10 02:44:10,126830602059696,bike,down,priority,24.78,38,0,False,down,0,9.5001,35.8336
2026-09-10 02:44:10,126830602056816,car,down,priority,29.52,15,1,False,down,0,3.7501,35.9288
2026-09-10 02:44:10,126830602058304,car,down,priority,28.06,25,2,False,down,0,6.2501,35.929
2026-09-10 02:44:11,126830602056624,car,down,priority,18.21,64,0,True,left,1,16.0001,36.3635
2026-09-10 02:44:11,126830602057248,car,down,priority,28.8,19,1,False,down,0,4.7501,36.556
2026-09-10 02:44:11,126830602054032,car,down,priority,25.89,34,2,True,right,1,8.5001,36.5723
2026-09-10 02:44:11,126830602059120,car,down,priority,13.2,84,0,False,down,0,21.0001,36.9301
2026-09-10 02:44:11,126830602128992,car,down,priority,15.47,76,2,False,down,0,19.0001,37.1879
2026-09-10 02:44:12,126830602059600,car,down,priority,25.22,37,1,False,down,0,9.2501,37.2041
2026-09-10 02:44:12,126830602130864,car,down,priority,8.71,102,0,False,down,0,25.5001,37.4772
2026-09-10 02:44:12,126830602126112,bus,down,priority,21.82,49,1,False,down,0,12.2501,37.8448
2026-09-10 02:44:12,126830602131536,car,down,priority,5.71,114,0,True,left,1,28.5001,38.0373
2026-09-10 02:44:13,126830602130624,truck,down,priority,13.2,83,2,True,right,2,20.7501,38.3111
2026-09-10 02:44:13,126830602054128,bus,down,priority,4.58,118,0,False,down,0,29.5008,39.0989
2026-09-10 02:44:13,126830602130528,car,down,priority,12.24,92,2,False,down,0,23.0001,39.1466
2026-09-10 02:44:14,126830602125584,truck,down,priority,20.2,55,1,False,down,0,13.7501,39.2897
2026-09-10 02:44:14,126830602131200,car,down,priority,10.42,100,2,False,down,0,25.0001,39.8661
2026-09-10 02:44:14,126830602133696,bike,down,priority,4.36,124,0,True,left,0,31.0002,39.9298
2026-09-10 02:44:14,126830602127696,bike,down,priority,21.17,59,1,False,down,0,14.7503,40.0909
2026-09-10 02:44:15,126830602129472,car,down,priority,1.36,134,0,True,left,2,33.5001,40.4125
2026-09-10 02:44:15,126830602128416,bus,down,priority,16.89,72,1,False,down,0,18.0001,40.6693
2026-09-10 02:44:15,126830602056384,bus,down,priority,9.14,103,2,True,right,0,25.7501,40.6866
2026-09-10 02:44:16,126830602056528,bike,down,priority,8.5,112,2,False,down,0,28.0001,41.5995
2026-09-10 02:44:16,126830602059216,bus,down,priority,13.74,85,1,False,down,0,21.2516,41.6151
2026-09-10 02:44:16,126830602127936,bike,down,priority,1.6,140,2,False,down,0,35.0006,42.0961
2026-09-10 02:44:17,126830602131008,car,down,priority,10.07,104,1,False,down,0,26.0001,42.5772
2026-09-10 02:44:17,126830602054272,car,down,priority,0.4,147,2,True,right,0,36.7501,42.5934
2026-09-10 02:44:18,126830602057392,bike,down,priority,6.75,121,1,False,down,0,30.2501,43.2981
2026-09-10 02:44:19,126830602134848,truck,down,priority,0,164,2,False,down,0,41.0001,44.6306
2026-09-10 02:44:19,126830602125872,truck,down,priority,0,139,1,False,down,0,34.7501,44.7421
2026-09-10 02:44:20,126830602053504,car,down,priority,0.11,167,2,True,right,1,41.7501,45.4474
2026-09-10 02:44:20,126830602057008,car,down,priority,1.33,148,1,False,down,0,37.0001,45.5592
2026-09-10 02:44:20,126830602056816,bus,down,priority,0,177,0,False,down,0,44.2501,45.7701
2026-09-10 02:44:21,126830602134752,bike,down,priority,1.49,154,1,False,down,0,38.5001,46.2989
2026-09-10 02:44:21,126830602135184,car,down,priority,0,171,2,True,right,2,42.7501,46.686
2026-09-10 02:44:21,126830602057824,car,down,priority,0.1,156,1,False,down,0,39.0018,46.8462
2026-09-10 02:44:26,126830602125488,bike,right,priority,40.63,40,0,True,up,1,10.0001,52.0905
2026-09-10 02:44:26,126830602055952,car,right,priority,49.59,4,1,False,right,0,1.0001,52.1059
2026-09-10 02:44:26,126830602059024,bus,right,priority,42.84,31,2,True,down,1,7.7501,52.1061
2026-09-10 02:44:27,126830602056096,bike,right,priority,49.04,6,1,False,right,0,1.5001,52.6524
2026-09-10 02:44:27,126830602128752,truck,right,priority,33.95,68,0,False,right,0,17.0001,52.7003
2026-09-10 02:44:27,126830602058400,bike,right,priority,44.65,27,1,False,right,0,6.7501,53.069
2026-09-10 02:44:27,126830602058448,truck,right,priority,40.2,43,2,False,right,0,10.7501,53.1024
2026-09-10 02:44:28,126830602129328,bus,right,priority,32.56,75,0,False,right,0,18.7501,53.5207
2026-09-10 02:44:28,126830602058784,bus,right,priority,42.35,35,1,False,right,0,8.7501,53.7286
2026-09-10 02:44:28,126830602058736,car,right,priority,33.92,71,2,True,down,0,17.7522,53.9225
2026-09-10 02:44:29,126830602058544,truck,right,priority,31.19,79,0,True,up,2,19.7501,54.5
2026-09-10 02:44:29,126830602054800,bus,right,priority,41.36,39,1,False,right,0,9.7501,54.5634
2026-09-10 02:44:29,126830602057728,bike,right,priority,33.6,74,2,False,right,0,18.5001,54.6446
2026-09-10 02:44:30,126830602129712,bus,right,priority,32.27,77,2,True,down,1,19.2501,55.2223
2026-09-10 02:44:30,126830602059504,car,right,priority,28.78,93,0,True,up,2,23.2501,55.3189
2026-09-10 02:44:30,126830602057488,car,right,priority,40.99,42,1,False,right,0,10.5001,55.3991
2026-09-10 02:44:30,126830602056864,car,right,priority,40.26,44,1,False,right,0,11.0001,56.0236
2026-09-10 02:44:30,126830602059312,bike,right,priority,28.61,95,0,True,up,0,23.7501,56.0399
2026-09-10 02:44:30,126830602058160,bike,right,priority,32.62,78,2,False,right,0,19.5013,56.1676
2026-09-10 02:44:31,126830602131056,car,right,priority,27.52,96,0,True,up,2,24.0001,56.6008
2026-09-10 02:44:31,126830602131344,car,right,priority,26.12,105,2,False,right,0,26.2501,56.7455
2026-09-10 02:44:32,126830602128032,truck,right,priority,25.2,101,0,True,up,0,25.2501,57.3734
2026-09-10 02:44:32,126830613092768,truck,right,priority,38.45,46,1,False,right,0,11.5001,57.4379
2026-09-10 02:44:32,126830602134272,bike,right,priority,20.32,131,2,True,down,0,32.752,57.4546
2026-09-10 02:44:32,126830677441280,truck,right,priority,5.2,183,2,False,right,0,45.7501,58.0811
2026-09-10 02:44:32,126830602057584,truck,right,priority,21.95,116,0,True,up,0,29.0001,58.1921
2026-09-10 02:44:33,126830602128320,bus,right,priority,35.48,66,1,False,right,0,16.5001,58.2554
2026-09-10 02:44:33,126830602132064,bike,right,priority,23.15,122,0,False,right,0,30.5001,59.0614
2026-09-10 02:44:34,126830602131776,car,right,priority,25.5,110,1,False,right,0,27.5001,59.2224
2026-09-10 02:44:34,126830602135616,bus,right,priority,0,224,2,False,right,0,56.0001,59.4163
2026-09-10 02:44:34,126830602054080,bus,right,priority,16.56,143,0,False,right,0,35.7501,59.7052
2026-09-10 02:44:34,126830604584000,truck,right,priority,21.19,119,1,False,right,0,29.7501,59.9812
2026-09-10 02:44:35,126830676515904,car,right,priority,0,227,2,False,right,0,56.7501,60.6243
2026-09-10 02:44:35,126830602127648,bus,right,priority,13.66,155,0,True,up,1,38.7501,60.6559
2026-09-10 02:44:35,126830674806400,car,right,priority,17.91,142,1,False,right,0,35.5001,60.8007
2026-09-10 02:44:36,126830602135664,bike,right,priority,13.2,165,1,False,right,0,41.2501,61.5084
2026-09-10 02:44:36,126830602138832,bike,right,priority,0,231,2,True,down,0,57.7501,61.509
2026-09-10 02:44:36,126830602135040,truck,right,priority,10.62,162,0,True,up,2,40.5001,61.7004
2026-09-10 02:44:36,126830602054032,truck,right,priority,8.76,166,1,False,right,0,41.5001,62.1167
2026-09-10 02:44:37,126830602135328,bike,right,priority,11.39,174,0,True,up,1,43.5001,62.518
2026-09-10 02:44:37,126830602057056,bike,right,priority,11.99,169,1,False,right,0,42.2501,62.9195
2026-09-10 02:44:37,126830602056000,truck,right,priority,6.77,176,0,False,right,0,44.0001,63.0801
2026-09-10 02:44:38,126830602054272,car,right,priority,6.8,189,1,False,right,0,47.2501,63.4639
2026-09-10 02:44:38,126830602055952,bus,right,priority,0,238,2,True,down,0,59.5001,63.4801
2026-09-10 02:44:38,126830602059216,bus,right,priority,1.41,206,0,True,up,0,51.5001,63.8983
2026-09-10 02:44:39,126830602126160,bike,right,priority,2.68,216,1,False,right,0,54.0023,64.2041
2026-09-10 02:44:40,126830602138304,truck,right,priority,0,232,0,True,up,0,58.0011,65.7927
2026-09-10 02:44:40,126830602139552,truck,right,priority,0,237,1,False,right,0,59.2501,65.8405
2026-09-10 02:44:41,126830602139648,car,right,priority,0.59,244,0,True,up,0,61.0001,66.6104
2026-09-10 02:44:42,126830602139168,car,right,priority,0.02,247,0,False,right,0,61.7501,67.396
2026-09-10 02:44:42,126830602139888,truck,right,priority,0,264,2,False,right,0,66.0027,67.9256
2026-09-10 02:44:47,126830602126208,bus,left,priority,56.65,50,1,False,left,0,12.5017,73.1122
2026-09-10 02:44:47,126830602127168,truck,left,priority,56.2,56,0,True,up,1,14.0001,73.1287
2026-09-10 02:44:47,126830602126880,truck,left,priority,56.84,53,2,False,left,0,13.2501,73.1443
2026-09-10 02:44:48,126830602055328,bike,left,priority,56.13,65,0,False,left,0,16.2501,73.9282
2026-09-10 02:44:48,126830602130336,bike,left,priority,52.27,82,2,False,left,0,20.5001,73.9604
2026-09-10 02:44:48,126830602126784,truck,left,priority,55.12,51,1,False,left,0,12.7501,74.1048
2026-09-10 02:44:49,126830602058064,bike,left,priority,51.02,87,0,False,left,0,21.7501,74.4912
2026-09-10 02:44:49,126830602127552,bus,left,priority,47.72,97,2,True,down,0,24.2501,74.5224
2026-09-10 02:44:49,126830602127312,bike,left,priority,56.41,57,1,False,left,0,14.2501,74.9081
2026-09-10 02:44:49,126830602131920,bike,left,priority,45.7,109,0,False,left,0,27.2501,75.0374
2026-09-10 02:44:50,126830602056144,car,left,priority,55.09,67,1,False,left,0,16.7501,75.4694
2026-09-10 02:44:50,126830613086720,bus,left,priority,45.68,107,2,True,down,0,26.7501,75.4697
2026-09-10 02:44:50,126830602053072,car,left,priority,42.69,120,0,True,up,2,30.0002,75.6138
2026-09-10 02:44:51,126830602128848,truck,left,priority,52.9,69,1,False,left,0,17.2501,76.224
