timestamp,direction
2025-10-11 05:17:57,right
2025-10-11 05:18:14,down
2025-10-11 05:18:31,left
2025-10-11 05:18:48,up
2025-10-11 05:19:05,right
2025-10-11 05:19:22,down
2025-10-11 05:19:39,left
2025-10-11 05:19:56,up
2025-10-11 05:20:13,right
2025-10-11 05:20:30,down
2025-10-11 05:20:47,left
2025-10-11 05:21:04,up
2025-10-11 05:21:21,right
2025-10-11 05:21:38,down
2025-10-11 05:21:55,left
2025-10-11 05:22:12,up
2025-10-11 05:22:29,right
2025-10-11 05:22:46,down
2025-10-11 05:23:03,left
2025-10-11 05:23:20,up
2025-10-11 05:23:37,right
2025-10-11 05:23:54,down
2025-10-11 05:24:11,left
2025-10-11 05:24:28,up
2025-10-11 05:24:45,right
2025-10-11 05:25:02,down
2025-10-11 05:25:19,left
2025-10-11 05:25:36,up
2025-10-11 05:25:53,right
2025-10-11 05:26:10,down
2025-10-11 05:26:27,left
2025-10-11 05:26:44,up
2025-10-11 05:27:01,right
2025-10-11 05:27:18,down
2025-10-11 05:27:35,left
