timestamp,direction
2025-10-11 05:28:52,right
2025-10-11 05:29:03,left
2025-10-11 05:29:15,down
2025-10-11 05:29:26,up
2025-10-11 05:29:37,right
2025-10-11 05:30:01,left
2025-10-11 05:30:30,up
2025-10-11 05:30:44,down
2025-10-11 05:30:57,right
2025-10-11 05:31:26,left
2025-10-11 05:31:55,up
2025-10-11 05:32:13,down
2025-10-11 05:32:32,right
2025-10-11 05:33:01,left
2025-10-11 05:33:30,down
2025-10-11 05:33:47,up
2025-10-11 05:34:02,right
2025-10-11 05:34:31,left
2025-10-11 05:35:00,down
2025-10-11 05:35:18,up
2025-10-11 05:35:35,right
2025-10-11 05:36:04,left
2025-10-11 05:36:33,up
2025-10-11 05:36:51,down
2025-10-11 05:37:10,right
2025-10-11 05:37:39,left
2025-10-11 05:38:08,up
2025-10-11 05:38:27,down
