timestamp,direction
2025-10-11 05:18:03,right
2025-10-11 05:18:20,down
2025-10-11 05:18:37,left
2025-10-11 05:18:54,up
2025-10-11 05:19:11,right
2025-10-11 05:19:28,down
2025-10-11 05:19:45,left
2025-10-11 05:20:02,up
2025-10-11 05:20:19,right
2025-10-11 05:20:36,down
2025-10-11 05:20:53,left
2025-10-11 05:21:10,up
2025-10-11 05:21:27,right
2025-10-11 05:21:44,down
2025-10-11 05:22:01,left
2025-10-11 05:22:18,up
2025-10-11 05:22:35,right
2025-10-11 05:22:52,down
2025-10-11 05:23:09,left
2025-10-11 05:23:26,up
2025-10-11 05:23:43,right
2025-10-11 05:24:00,down
2025-10-11 05:24:17,left
2025-10-11 05:24:34,up
2025-10-11 05:24:51,right
2025-10-11 05:25:08,down
2025-10-11 05:25:25,left
2025-10-11 05:25:42,up
2025-10-11 05:25:59,right
2025-10-11 05:26:16,down
2025-10-11 05:26:33,left
2025-10-11 05:26:50,up
2025-10-11 05:27:07,right
2025-10-11 05:27:24,down
2025-10-11 05:27:41,left
