timestamp,direction
2025-10-11 05:18:01,right
2025-10-11 05:18:18,down
2025-10-11 05:18:35,left
2025-10-11 05:18:52,up
2025-10-11 05:19:09,right
2025-10-11 05:19:26,down
2025-10-11 05:19:43,left
2025-10-11 05:20:00,up
2025-10-11 05:20:17,right
2025-10-11 05:20:34,down
2025-10-11 05:20:51,left
2025-10-11 05:21:08,up
2025-10-11 05:21:25,right
2025-10-11 05:21:42,down
2025-10-11 05:21:59,left
2025-10-11 05:22:16,up
2025-10-11 05:22:33,right
2025-10-11 05:22:50,down
2025-10-11 05:23:07,left
2025-10-11 05:23:24,up
2025-10-11 05:23:41,right
2025-10-11 05:23:58,down
2025-10-11 05:24:15,left
2025-10-11 05:24:32,up
2025-10-11 05:24:49,right
2025-10-11 05:25:06,down
2025-10-11 05:25:23,left
2025-10-11 05:25:40,up
2025-10-11 05:25:57,right
2025-10-11 05:26:15,down
2025-10-11 05:26:32,left
2025-10-11 05:26:49,up
2025-10-11 05:27:06,right
2025-10-11 05:27:23,down
2025-10-11 05:27:40,left
