timestamp,direction
2025-10-11 05:28:50,left
2025-10-11 05:29:01,right
2025-10-11 05:29:12,up
2025-10-11 05:29:23,down
2025-10-11 05:29:34,left
2025-10-11 05:29:54,right
2025-10-11 05:30:18,up
2025-10-11 05:30:30,down
2025-10-11 05:30:42,left
2025-10-11 05:31:11,right
2025-10-11 05:31:40,up
2025-10-11 05:31:55,down
2025-10-11 05:32:07,left
2025-10-11 05:32:36,right
2025-10-11 05:33:05,down
2025-10-11 05:33:24,up
2025-10-11 05:33:42,left
2025-10-11 05:34:11,right
2025-10-11 05:34:40,down
2025-10-11 05:35:01,up
2025-10-11 05:35:19,right
2025-10-11 05:35:48,left
2025-10-11 05:36:18,down
2025-10-11 05:36:34,up
2025-10-11 05:36:50,right
2025-10-11 05:37:19,left
2025-10-11 05:37:48,down
2025-10-11 05:38:03,up
2025-10-11 05:38:20,right
