timestamp,direction
2025-10-01 20:56:30,right
2025-10-01 20:56:46,down
2025-10-01 20:57:02,left
2025-10-01 20:57:18,up
2025-10-01 20:57:34,right
2025-10-01 20:57:50,down
2025-10-01 20:58:06,left
2025-10-01 20:58:22,up
2025-10-01 20:58:38,right
2025-10-01 20:58:54,down
2025-10-01 20:59:10,left
2025-10-01 20:59:26,up
2025-10-01 20:59:42,right
2025-10-01 20:59:58,down
2025-10-01 21:00:14,left
2025-10-01 21:00:30,up
2025-10-01 21:00:46,right
2025-10-01 21:01:02,down
2025-10-01 21:01:18,left
2025-10-01 21:01:34,up
2025-10-01 21:01:50,right
2025-10-01 21:02:06,down
2025-10-01 21:02:22,left
2025-10-01 21:02:38,up
2025-10-01 21:02:54,right
2025-10-01 21:03:10,down
2025-10-01 21:03:26,left
2025-10-01 21:03:42,up
2025-10-01 21:03:58,right
2025-10-01 21:04:14,down
2025-10-01 21:04:30,left
2025-10-01 21:04:46,up
2025-10-01 21:05:02,right
2025-10-01 21:05:18,down
2025-10-01 21:05:34,left
2025-10-01 21:05:50,up
2025-10-01 21:06:06,right
