timestamp,direction
2025-10-01 20:45:40,right
2025-10-01 20:45:56,down
2025-10-01 20:46:12,left
2025-10-01 20:46:28,up
2025-10-01 20:46:44,right
2025-10-01 20:47:00,down
2025-10-01 20:47:16,left
2025-10-01 20:47:32,up
2025-10-01 20:47:48,right
2025-10-01 20:48:04,down
2025-10-01 20:48:20,left
2025-10-01 20:48:36,up
2025-10-01 20:48:52,right
2025-10-01 20:49:08,down
2025-10-01 20:49:24,left
2025-10-01 20:49:40,up
2025-10-01 20:49:56,right
2025-10-01 20:50:12,down
2025-10-01 20:50:28,left
2025-10-01 20:50:44,up
2025-10-01 20:51:00,right
2025-10-01 20:51:16,down
2025-10-01 20:51:32,left
2025-10-01 20:51:48,up
2025-10-01 20:52:04,right
2025-10-01 20:52:20,down
2025-10-01 20:52:36,left
2025-10-01 20:52:52,up
2025-10-01 20:53:08,right
2025-10-01 20:53:24,down
2025-10-01 20:53:40,left
2025-10-01 20:53:56,up
2025-10-01 20:54:12,right
2025-10-01 20:54:28,down
2025-10-01 20:54:44,left
2025-10-01 20:55:00,up
2025-10-01 20:55:16,right
