timestamp,vehicle_id,vehicle_type,direction,mode,wait_time_sec,plan_seq,lane,will_turn,turn_direction,target_turn_lane,released_sec,crossed_sec
2026-09-10 02:02:31,132156666833728,car,right,priority,8.33,1,2,False,right,0,0.2501,10.0948
2026-09-10 02:02:31,132156655103360,car,right,priority,7.82,3,1,False,right,0,0.7501,10.095
2026-09-10 02:02:31,132156655104320,bus,right,priority,5.33,13,0,False,right,0,3.2501,10.0952
2026-09-10 02:02:32,132156655101296,bike,right,priority,6.85,10,2,False,right,0,2.5001,10.6252
2026-09-10 02:02:32,132156655104032,car,right,priority,6.45,11,1,False,right,0,2.7501,10.6412
2026-09-10 02:02:32,132156655101344,car,right,priority,4.75,15,0,True,up,0,3.7501,10.9294
2026-09-10 02:02:33,132156655104368,bus,right,priority,4.35,19,2,True,down,2,4.7501,11.2355
2026-09-10 02:02:33,132156655102112,bus,right,priority,0.59,34,1,False,right,0,8.5001,11.3639
2026-09-10 02:02:33,132156655104800,bike,right,priority,4.38,17,0,True,up,2,4.2501,11.555
2026-09-10 02:02:33,132156655105664,bus,right,priority,3.1,24,0,True,up,1,6.0001,12.071
2026-09-10 02:02:34,132156655107200,car,right,priority,0.08,37,1,False,right,0,9.2501,12.1995
2026-09-10 02:02:34,132156655106096,truck,right,priority,2.18,27,2,True,down,0,6.7501,12.392
2026-09-10 02:02:34,132156655105856,car,right,priority,2.77,25,0,False,right,0,6.2501,12.9378
2026-09-10 02:02:35,132156655107248,bike,right,priority,0,45,0,False,right,0,11.2501,13.7256
2026-09-10 02:02:35,132156655107968,bus,right,priority,0,49,2,True,down,2,12.2501,13.9993
2026-09-10 02:02:42,132156655101824,bike,up,priority,16.28,12,0,True,left,1,3.0001,21.096
2026-09-10 02:02:42,132156655105232,bus,up,priority,13.79,20,2,True,right,0,5.0001,21.0962
2026-09-10 02:02:42,132156655105568,bus,up,priority,13.04,23,1,False,up,0,5.7501,21.0964
2026-09-10 02:02:43,132156655107152,car,up,priority,11.08,36,0,False,up,0,9.0001,21.5273
2026-09-10 02:02:43,132156655106384,bike,up,priority,13.25,30,2,True,right,0,7.5001,21.9137
2026-09-10 02:02:43,132156655105616,bike,up,priority,13.12,26,1,False,up,0,6.5001,21.93
2026-09-10 02:02:44,132156655103792,bus,up,priority,8.24,46,1,False,up,0,11.5001,22.4275
2026-09-10 02:02:44,132156655102352,truck,up,priority,8.09,47,0,True,left,2,11.7501,22.4277
2026-09-10 02:02:44,132156655106720,truck,up,priority,11.42,33,2,True,right,2,8.2501,22.6681
2026-09-10 02:02:45,132156655108064,bike,up,priority,8.59,48,0,False,up,0,12.0001,23.2445
2026-09-10 02:02:45,132156655107344,car,up,priority,11.3,38,2,True,right,0,9.5001,23.4709
2026-09-10 02:02:45,132156655174912,truck,up,priority,6.58,54,1,False,up,0,13.5012,23.6317
2026-09-10 02:02:45,132156655174528,truck,up,priority,6.45,53,0,True,left,2,13.2501,23.8406
2026-09-10 02:02:46,132156655101536,truck,up,priority,9.44,40,2,False,up,0,10.0001,24.2271
2026-09-10 02:02:46,132156655175104,car,up,priority,6.74,57,1,False,up,0,14.2501,24.4529
2026-09-10 02:02:46,132156655101008,bus,up,priority,2.86,71,0,False,up,0,17.7501,24.7752
2026-09-10 02:02:46,132156655101344,bike,up,priority,6.05,63,2,False,up,0,15.7501,25.0486
2026-09-10 02:02:47,132156655104320,truck,up,priority,0.85,76,1,False,up,0,19.0001,25.2079
2026-09-10 02:02:47,132156655175920,car,up,priority,4.21,68,2,False,up,0,17.0015,25.6095
2026-09-10 02:02:47,132156655177024,truck,up,priority,0.81,78,0,True,left,2,19.5001,25.818
2026-09-10 02:02:48,132156655177360,truck,up,priority,0,79,1,False,up,0,19.7501,26.2517
2026-09-10 02:02:48,132156655176592,truck,up,priority,1.7,69,2,True,right,2,17.2501,26.3798
2026-09-10 02:02:48,132156658302416,bike,up,priority,1.45,85,0,False,up,0,21.2501,26.6994
2026-09-10 02:02:48,132156655102112,car,up,priority,0.95,81,1,False,up,0,20.2501,27.0518
2026-09-10 02:02:49,132156655104032,truck,up,priority,0.63,74,2,True,right,0,18.5001,27.1958
2026-09-10 02:02:49,132156655106144,bus,up,priority,0,86,2,True,right,1,21.5001,28.1248
2026-09-10 02:02:50,132156655103888,truck,up,priority,0,88,0,True,left,2,22.0001,28.7657
2026-09-10 02:02:50,132156655106096,car,up,priority,0.05,95,2,True,right,2,23.7501,28.9745
2026-09-10 02:02:51,132156655104992,truck,up,priority,0,89,1,False,up,0,22.2516,29.2802
2026-09-10 02:02:51,132156655175296,bike,up,priority,0.22,96,2,False,up,0,24.0022,29.6972
2026-09-10 02:02:52,132156655178992,bus,up,priority,0,105,0,True,left,0,26.2518,30.1632
2026-09-10 02:02:57,132156655106048,bike,down,priority,27.63,28,2,True,right,1,7.0001,36.089
2026-09-10 02:02:57,132156699621232,bus,down,priority,34.58,0,1,False,down,0,0.0003,36.1045
2026-09-10 02:02:57,132156655103120,car,down,priority,33.58,4,0,True,left,1,1.0001,36.1046
2026-09-10 02:02:58,132156655103936,car,down,priority,32.78,9,0,True,left,1,2.2501,36.6519
2026-09-10 02:02:58,132156655106576,truck,down,priority,26.38,32,2,False,down,0,8.0001,36.6996
2026-09-10 02:02:58,132156655101152,bus,down,priority,33.34,7,1,False,down,0,1.7501,36.9403
2026-09-10 02:02:59,132156655104464,bus,down,priority,31.59,14,0,False,down,0,3.5001,37.3757
2026-09-10 02:02:59,132156655174720,bus,down,priority,21.56,55,2,True,right,2,13.7501,37.5197
2026-09-10 02:02:59,132156655105376,truck,down,priority,29.46,22,1,False,down,0,5.5001,38.0839
2026-09-10 02:03:00,132156655105280,bus,down,priority,29.84,21,0,False,down,0,5.2514,38.2132
2026-09-10 02:03:00,132156655179568,car,down,priority,8.06,111,2,False,down,0,27.7501,38.4851
2026-09-10 02:03:00,132156655106192,bike,down,priority,29.0,29,1,False,down,0,7.2501,38.8874
2026-09-10 02:03:00,132156655102208,bus,down,priority,25.35,39,0,False,down,0,9.7501,39.048
2026-09-10 02:03:01,132156655180000,truck,down,priority,6.3,113,2,False,down,0,28.2501,39.2394
2026-09-10 02:03:01,132156655107056,bus,down,priority,26.83,35,1,False,down,0,8.7501,39.4645
2026-09-10 02:03:01,132156655101872,bike,down,priority,25.4,43,0,True,left,0,10.7501,39.8834
2026-09-10 02:03:01,132156655107536,car,down,priority,1.7,138,2,True,right,1,34.5018,40.0604
2026-09-10 02:03:02,132156665976000,bike,down,priority,26.52,41,1,False,down,0,10.2501,40.4288
2026-09-10 02:03:02,132156655174048,car,down,priority,23.94,50,1,False,down,0,12.5001,40.9907
2026-09-10 02:03:02,132156655182496,bus,down,priority,0,144,2,True,right,2,36.0001,41.0251
