timestamp,direction
2025-09-30 18:11:42,right
2025-09-30 18:11:56,left
2025-09-30 18:12:10,down
2025-09-30 18:12:24,up
2025-09-30 18:12:38,right
2025-09-30 18:12:52,left
2025-09-30 18:13:06,down
2025-09-30 18:13:20,up
2025-09-30 18:13:34,right
2025-09-30 18:13:48,left
2025-09-30 18:14:02,down
2025-09-30 18:14:16,up
2025-09-30 18:14:30,right
2025-09-30 18:14:44,left
2025-09-30 18:14:58,down
2025-09-30 18:15:12,up
2025-09-30 18:15:26,right
2025-09-30 18:15:40,left
2025-09-30 18:15:54,down
2025-09-30 18:16:08,up
2025-09-30 18:16:22,left
