timestamp,direction
2025-09-30 14:54:47,right
2025-09-30 14:55:07,down
2025-09-30 14:55:27,left
2025-09-30 14:55:47,up
2025-09-30 14:56:07,right
2025-09-30 14:56:27,down
2025-09-30 14:56:48,left
2025-09-30 14:57:08,up
2025-09-30 14:57:28,right
2025-09-30 14:57:48,down
2025-09-30 14:58:08,left
2025-09-30 14:58:28,up
2025-09-30 14:58:48,right
2025-09-30 14:59:08,down
2025-09-30 14:59:28,left
2025-09-30 14:59:48,up
2025-09-30 15:00:08,right
2025-09-30 15:00:28,down
2025-09-30 15:00:48,left
2025-09-30 15:01:08,up
2025-09-30 15:01:28,right
2025-09-30 15:01:48,down
2025-09-30 15:02:08,left
2025-09-30 15:02:28,up
2025-09-30 15:02:48,right
2025-09-30 15:03:08,down
2025-09-30 15:03:28,left
2025-09-30 15:03:48,up
2025-09-30 15:04:08,right
2025-09-30 15:04:28,down
