timestamp,direction
2025-09-30 18:16:36,left
2025-09-30 18:16:50,up
2025-09-30 18:17:04,right
2025-09-30 18:17:18,down
2025-09-30 18:17:32,up
2025-09-30 18:17:46,left
2025-09-30 18:18:00,down
2025-09-30 18:18:14,right
2025-09-30 18:18:28,up
2025-09-30 18:18:42,left
2025-09-30 18:18:56,down
2025-09-30 18:19:10,right
2025-09-30 18:19:24,left
2025-09-30 18:19:38,up
2025-09-30 18:19:52,down
2025-09-30 18:20:06,right
2025-09-30 18:20:20,left
2025-09-30 18:20:34,up
2025-09-30 18:20:48,down
2025-09-30 18:21:02,right
2025-09-30 18:21:16,up
