timestamp,direction
2025-09-30 14:54:28,right
2025-09-30 14:54:42,down
2025-09-30 14:54:56,left
2025-09-30 14:55:10,up
2025-09-30 14:55:27,right
2025-09-30 14:55:43,down
2025-09-30 14:55:58,left
2025-09-30 14:56:16,up
2025-09-30 14:56:38,right
2025-09-30 14:56:54,left
2025-09-30 14:57:14,down
2025-09-30 14:57:37,up
2025-09-30 14:57:56,right
2025-09-30 14:58:20,left
2025-09-30 14:58:46,down
2025-09-30 14:59:09,up
2025-09-30 14:59:35,right
2025-09-30 15:00:01,down
2025-09-30 15:00:25,left
2025-09-30 15:00:51,up
2025-09-30 15:01:17,right
2025-09-30 15:01:43,left
2025-09-30 15:02:10,down
2025-09-30 15:02:35,up
2025-09-30 15:03:01,right
2025-09-30 15:03:27,left
2025-09-30 15:03:53,down
