timestamp,vehicle_id,vehicle_type,direction,mode,wait_time_sec,plan_seq,lane,will_turn,turn_direction,target_turn_lane,released_sec,crossed_sec
2026-09-10 02:13:49,123935731182448,bike,right,fixed,2.63,12,1,False,right,0,6.0001,10.0808
2026-09-10 02:13:49,123935731185232,bus,right,fixed,1.07,15,0,True,up,0,7.5001,10.0978
2026-09-10 02:13:49,123935731184704,truck,right,fixed,3.69,9,2,False,right,0,4.5001,10.1133
2026-09-10 02:13:49,123935731182592,truck,right,fixed,1.12,13,1,False,right,0,6.5001,10.691
2026-09-10 02:13:54,123935731186720,bike,right,fixed,0,28,0,True,up,0,14.0001,15.4527
2026-09-10 02:13:56,123935731186912,car,right,fixed,0,31,0,False,right,0,15.5008,17.0244
2026-09-10 02:14:01,123935731182592,car,right,fixed,0,42,1,False,right,0,21.0001,22.5112
2026-09-10 02:14:04,123935731253664,truck,right,fixed,0,46,0,True,up,0,23.0001,24.9233
2026-09-10 02:14:05,123935731186912,car,right,fixed,0,49,0,False,right,0,24.5001,26.2449
2026-09-10 02:14:09,123935731255440,bike,right,fixed,0,58,0,True,up,0,29.0001,30.4487
2026-09-10 02:14:10,123935731182592,car,right,fixed,0,60,1,False,right,0,30.0001,31.524
2026-09-10 02:14:18,123935733220656,bus,down,fixed,37.57,0,2,True,right,2,0.0004,39.0993
2026-09-10 02:14:18,123935731184464,truck,down,fixed,33.69,7,0,True,left,2,3.5001,39.1156
2026-09-10 02:14:18,123935731186384,truck,down,fixed,24.69,25,1,False,down,0,12.5001,39.116
2026-09-10 02:14:19,123935731184800,bus,down,fixed,32.6,11,2,False,down,0,5.5001,39.9392
2026-09-10 02:14:19,123935757506208,car,down,fixed,27.93,21,0,True,left,2,10.5001,39.9395
2026-09-10 02:14:19,123935731186528,car,down,fixed,24.32,27,1,False,down,0,13.5001,39.9556
2026-09-10 02:14:19,123935731182448,bus,down,fixed,20.82,35,0,False,down,0,17.5001,40.6813
2026-09-10 02:14:19,123935731187488,bus,down,fixed,19.83,37,1,False,down,0,18.5001,40.6816
