timestamp,direction
2025-10-11 06:34:43,up
2025-10-11 06:34:54,down
2025-10-11 06:35:09,right
2025-10-11 06:35:20,left
2025-10-11 06:35:31,up
2025-10-11 06:35:53,down
2025-10-11 06:36:22,right
2025-10-11 06:36:39,left
2025-10-11 06:36:54,up
2025-10-11 06:37:23,down
2025-10-11 06:37:52,right
2025-10-11 06:38:10,left
2025-10-11 06:38:28,up
2025-10-11 06:38:57,down
2025-10-11 06:39:26,right
2025-10-11 06:39:48,left
2025-10-11 06:40:10,up
2025-10-11 06:40:39,down
2025-10-11 06:41:08,right
2025-10-11 06:41:28,left
2025-10-11 06:41:49,up
2025-10-11 06:42:19,down
2025-10-11 06:42:48,right
2025-10-11 06:43:03,left
2025-10-11 06:43:19,up
2025-10-11 06:43:48,down
2025-10-11 06:44:17,left
2025-10-11 06:44:32,right
