timestamp,direction
2025-10-11 06:45:10,right
2025-10-11 06:45:27,down
2025-10-11 06:45:44,left
2025-10-11 06:46:01,up
2025-10-11 06:46:18,right
2025-10-11 06:46:35,down
2025-10-11 06:46:52,left
2025-10-11 06:47:09,up
2025-10-11 06:47:26,right
2025-10-11 06:47:43,down
2025-10-11 06:48:00,left
2025-10-11 06:48:17,up
2025-10-11 06:48:34,right
2025-10-11 06:48:51,down
2025-10-11 06:49:08,left
2025-10-11 06:49:25,up
2025-10-11 06:49:42,right
2025-10-11 06:49:59,down
2025-10-11 06:50:16,left
2025-10-11 06:50:33,up
2025-10-11 06:50:50,right
2025-10-11 06:51:07,down
2025-10-11 06:51:24,left
2025-10-11 06:51:41,up
2025-10-11 06:51:58,right
2025-10-11 06:52:15,down
2025-10-11 06:52:32,left
2025-10-11 06:52:49,up
2025-10-11 06:53:06,right
2025-10-11 06:53:23,down
2025-10-11 06:53:40,left
2025-10-11 06:53:57,up
2025-10-11 06:54:14,right
2025-10-11 06:54:31,down
2025-10-11 06:54:48,left
