timestamp,direction
2025-10-11 06:34:51,up
2025-10-11 06:35:02,down
2025-10-11 06:35:14,left
2025-10-11 06:35:25,right
2025-10-11 06:35:36,up
2025-10-11 06:36:00,down
2025-10-11 06:36:24,left
2025-10-11 06:36:39,right
2025-10-11 06:36:55,up
2025-10-11 06:37:24,down
2025-10-11 06:37:53,left
2025-10-11 06:38:09,right
2025-10-11 06:38:24,up
2025-10-11 06:38:53,down
2025-10-11 06:39:22,left
2025-10-11 06:39:43,right
2025-10-11 06:40:01,up
2025-10-11 06:40:30,down
2025-10-11 06:40:59,left
2025-10-11 06:41:21,right
2025-10-11 06:41:35,down
2025-10-11 06:42:04,up
2025-10-11 06:42:33,left
2025-10-11 06:42:56,right
2025-10-11 06:43:13,down
2025-10-11 06:43:42,up
2025-10-11 06:44:11,left
2025-10-11 06:44:25,right
2025-10-11 06:44:39,down
