timestamp,direction
2025-10-11 06:45:07,right
2025-10-11 06:45:24,down
2025-10-11 06:45:41,left
2025-10-11 06:45:58,up
2025-10-11 06:46:15,right
2025-10-11 06:46:32,down
2025-10-11 06:46:49,left
2025-10-11 06:47:06,up
2025-10-11 06:47:23,right
2025-10-11 06:47:40,down
2025-10-11 06:47:57,left
2025-10-11 06:48:14,up
2025-10-11 06:48:31,right
2025-10-11 06:48:48,down
2025-10-11 06:49:05,left
2025-10-11 06:49:22,up
2025-10-11 06:49:39,right
2025-10-11 06:49:56,down
2025-10-11 06:50:13,left
2025-10-11 06:50:30,up
2025-10-11 06:50:47,right
2025-10-11 06:51:04,down
2025-10-11 06:51:21,left
2025-10-11 06:51:38,up
2025-10-11 06:51:55,right
2025-10-11 06:52:12,down
2025-10-11 06:52:29,left
2025-10-11 06:52:46,up
2025-10-11 06:53:03,right
2025-10-11 06:53:20,down
2025-10-11 06:53:37,left
2025-10-11 06:53:54,up
2025-10-11 06:54:11,right
2025-10-11 06:54:28,down
2025-10-11 06:54:45,left
