timestamp,direction
2025-10-11 06:45:05,right
2025-10-11 06:45:22,down
2025-10-11 06:45:39,left
2025-10-11 06:45:56,up
2025-10-11 06:46:13,right
2025-10-11 06:46:30,down
2025-10-11 06:46:47,left
2025-10-11 06:47:04,up
2025-10-11 06:47:21,right
2025-10-11 06:47:38,down
2025-10-11 06:47:55,left
2025-10-11 06:48:12,up
2025-10-11 06:48:29,right
2025-10-11 06:48:46,down
2025-10-11 06:49:03,left
2025-10-11 06:49:20,up
2025-10-11 06:49:37,right
2025-10-11 06:49:54,down
2025-10-11 06:50:11,left
2025-10-11 06:50:28,up
2025-10-11 06:50:45,right
2025-10-11 06:51:03,down
2025-10-11 06:51:20,left
2025-10-11 06:51:37,up
2025-10-11 06:51:54,right
2025-10-11 06:52:11,down
2025-10-11 06:52:28,left
2025-10-11 06:52:45,up
2025-10-11 06:53:02,right
2025-10-11 06:53:19,down
2025-10-11 06:53:36,left
2025-10-11 06:53:53,up
2025-10-11 06:54:10,right
2025-10-11 06:54:27,down
2025-10-11 06:54:44,left
