timestamp,direction
2025-10-11 06:34:52,down
2025-10-11 06:35:03,up
2025-10-11 06:35:15,left
2025-10-11 06:35:26,right
2025-10-11 06:35:37,down
2025-10-11 06:35:58,up
2025-10-11 06:36:27,left
2025-10-11 06:36:47,right
2025-10-11 06:37:00,down
2025-10-11 06:37:29,up
2025-10-11 06:37:58,left
2025-10-11 06:38:14,right
2025-10-11 06:38:29,down
2025-10-11 06:38:58,up
2025-10-11 06:39:27,left
2025-10-11 06:39:45,right
2025-10-11 06:39:59,down
2025-10-11 06:40:28,up
2025-10-11 06:40:57,left
2025-10-11 06:41:13,right
2025-10-11 06:41:33,down
2025-10-11 06:42:02,up
2025-10-11 06:42:31,left
2025-10-11 06:42:51,right
2025-10-11 06:43:08,down
2025-10-11 06:43:37,up
2025-10-11 06:44:06,left
2025-10-11 06:44:24,right
