timestamp,direction
2026-09-10 01:33:00,up
2026-09-10 01:33:11,right
2026-09-10 01:33:22,left
2026-09-10 01:33:33,down
2026-09-10 01:33:44,up
2026-09-10 01:33:58,left
2026-09-10 01:34:09,right
2026-09-10 01:34:22,down
2026-09-10 01:34:36,up
2026-09-10 01:34:53,left
2026-09-10 01:35:09,right
2026-09-10 01:35:20,down
2026-09-10 01:35:31,up
2026-09-10 01:35:42,right
2026-09-10 01:35:53,down
2026-09-10 01:36:04,left
2026-09-10 01:36:15,up
2026-09-10 01:36:26,right
2026-09-10 01:36:37,left
2026-09-10 01:36:48,down
2026-09-10 01:36:59,left
2026-09-10 01:37:10,up
2026-09-10 01:37:21,right
2026-09-10 01:37:34,down
2026-09-10 01:37:48,left
2026-09-10 01:38:01,up
2026-09-10 01:38:14,down
2026-09-10 01:38:29,right
2026-09-10 01:38:45,left
2026-09-10 01:38:58,up
2026-09-10 01:39:09,down
