timestamp,direction
2025-10-01 20:22:12,left
2025-10-01 20:22:22,down
2025-10-01 20:22:32,right
2025-10-01 20:22:42,up
2025-10-01 20:22:52,left
2025-10-01 20:23:02,down
2025-10-01 20:23:12,right
2025-10-01 20:23:22,up
2025-10-01 20:23:32,left
2025-10-01 20:23:42,down
2025-10-01 20:23:52,right
2025-10-01 20:24:02,up
2025-10-01 20:24:12,left
2025-10-01 20:24:22,right
2025-10-01 20:24:32,up
2025-10-01 20:24:42,down
2025-10-01 20:24:52,right
2025-10-01 20:25:02,left
2025-10-01 20:25:12,up
2025-10-01 20:25:22,down
2025-10-01 20:25:32,right
2025-10-01 20:25:42,left
2025-10-01 20:25:52,up
2025-10-01 20:26:02,down
2025-10-01 20:26:12,right
2025-10-01 20:26:22,left
2025-10-01 20:26:32,down
2025-10-01 20:26:42,up
2025-10-01 20:26:52,left
2025-10-01 20:27:02,right
