timestamp,direction
2025-10-01 20:22:17,left
2025-10-01 20:22:27,right
2025-10-01 20:22:37,up
2025-10-01 20:22:47,down
2025-10-01 20:22:57,right
2025-10-01 20:23:07,up
2025-10-01 20:23:17,left
2025-10-01 20:23:27,down
2025-10-01 20:23:37,up
2025-10-01 20:23:47,right
2025-10-01 20:23:57,left
2025-10-01 20:24:07,down
2025-10-01 20:24:17,right
2025-10-01 20:24:27,up
2025-10-01 20:24:37,left
2025-10-01 20:24:47,down
2025-10-01 20:24:57,right
2025-10-01 20:25:07,up
2025-10-01 20:25:17,left
2025-10-01 20:25:27,down
2025-10-01 20:25:37,right
2025-10-01 20:25:47,up
2025-10-01 20:25:57,left
2025-10-01 20:26:07,down
2025-10-01 20:26:17,right
2025-10-01 20:26:27,left
2025-10-01 20:26:37,down
2025-10-01 20:26:47,up
2025-10-01 20:26:57,right
2025-10-01 20:27:07,down
