label,total_vehicles,unique_vehicles,log_file_count,average_wait_time_sec,min_wait_time_sec,max_wait_time_sec,average_throughput_vehicles_per_file,average_wait_time_by_direction,average_wait_time_by_type,vehicles_by_type,vehicles_by_direction
fixed_even_300,3111,3111,13,32.2,0.0,100.36,239.31,"{'right': 31.67, 'down': 31.44, 'left': 32.62, 'up': 33.08}","{'truck': 32.49, 'bike': 31.43, 'car': 33.32, 'bus': 31.6}","{'truck': 747, 'bike': 784, 'car': 778, 'bus': 802}","{'right': 738, 'down': 788, 'left': 877, 'up': 708}"
priority_even_300,3073,3073,13,28.82,0.0,113.88,236.38,"{'right': 28.69, 'left': 28.73, 'up': 28.68, 'down': 29.22}","{'car': 29.41, 'bike': 29.76, 'truck': 28.12, 'bus': 27.95}","{'car': 795, 'bike': 771, 'truck': 766, 'bus': 741}","{'right': 817, 'left': 700, 'up': 819, 'down': 737}"
priority_even_180,4866,4866,36,22.69,0.0,104.47,135.17,"{'left': 22.58, 'right': 23.03, 'up': 22.56, 'down': 22.59}","{'bike': 22.96, 'truck': 21.62, 'bus': 22.16, 'car': 23.96}","{'bike': 1196, 'truck': 1211, 'bus': 1210, 'car': 1249}","{'left': 1270, 'right': 1188, 'up': 1232, 'down': 1176}"
fixed_even_180,4622,4622,36,27.36,0.0,86.97,128.39,"{'right': 27.57, 'down': 23.75, 'left': 26.7, 'up': 30.51}","{'car': 27.6, 'bike': 27.14, 'bus': 26.71, 'truck': 28.03}","{'car': 1201, 'bike': 1198, 'bus': 1132, 'truck': 1091}","{'right': 1360, 'down': 965, 'left': 1052, 'up': 1245}"
