timestamp,direction
2025-10-11 05:06:31,right
2025-10-11 05:06:48,down
2025-10-11 05:07:05,left
2025-10-11 05:07:22,up
2025-10-11 05:07:39,right
2025-10-11 05:07:56,down
2025-10-11 05:08:13,left
2025-10-11 05:08:30,up
2025-10-11 05:08:47,right
2025-10-11 05:09:04,down
2025-10-11 05:09:21,left
2025-10-11 05:09:38,up
2025-10-11 05:09:55,right
2025-10-11 05:10:12,down
2025-10-11 05:10:29,left
2025-10-11 05:10:46,up
2025-10-11 05:11:03,right
2025-10-11 05:11:20,down
2025-10-11 05:11:37,left
2025-10-11 05:11:54,up
2025-10-11 05:12:11,right
2025-10-11 05:12:28,down
2025-10-11 05:12:45,left
2025-10-11 05:13:02,up
2025-10-11 05:13:19,right
2025-10-11 05:13:36,down
2025-10-11 05:13:53,left
2025-10-11 05:14:10,up
2025-10-11 05:14:27,right
2025-10-11 05:14:44,down
2025-10-11 05:15:01,left
2025-10-11 05:15:18,up
2025-10-11 05:15:35,right
2025-10-11 05:15:53,down
2025-10-11 05:16:10,left
