timestamp,direction
2025-10-11 04:54:45,right
2025-10-11 04:54:56,down
2025-10-11 04:55:07,up
2025-10-11 04:55:22,left
2025-10-11 04:55:35,right
2025-10-11 04:55:52,down
2025-10-11 04:56:09,up
2025-10-11 04:56:31,left
2025-10-11 04:56:53,right
2025-10-11 04:57:17,down
2025-10-11 04:57:42,up
2025-10-11 04:58:11,left
2025-10-11 04:58:33,right
2025-10-11 04:59:02,down
2025-10-11 04:59:32,up
2025-10-11 05:00:01,left
2025-10-11 05:00:28,down
2025-10-11 05:00:57,right
2025-10-11 05:01:26,up
2025-10-11 05:01:55,left
2025-10-11 05:02:24,down
2025-10-11 05:02:53,right
2025-10-11 05:03:22,up
2025-10-11 05:03:51,left
2025-10-11 05:04:20,down
