timestamp,direction
2025-10-11 05:06:29,right
2025-10-11 05:06:46,down
2025-10-11 05:07:03,left
2025-10-11 05:07:20,up
2025-10-11 05:07:37,right
2025-10-11 05:07:54,down
2025-10-11 05:08:12,left
2025-10-11 05:08:29,up
2025-10-11 05:08:46,right
2025-10-11 05:09:03,down
2025-10-11 05:09:20,left
2025-10-11 05:09:37,up
2025-10-11 05:09:54,right
2025-10-11 05:10:11,down
2025-10-11 05:10:28,left
2025-10-11 05:10:45,up
2025-10-11 05:11:02,right
2025-10-11 05:11:19,down
2025-10-11 05:11:36,left
2025-10-11 05:11:53,up
2025-10-11 05:12:10,right
2025-10-11 05:12:27,down
2025-10-11 05:12:44,left
2025-10-11 05:13:01,up
2025-10-11 05:13:18,right
2025-10-11 05:13:35,down
2025-10-11 05:13:52,left
2025-10-11 05:14:09,up
2025-10-11 05:14:26,right
2025-10-11 05:14:43,down
2025-10-11 05:15:00,left
2025-10-11 05:15:17,up
2025-10-11 05:15:34,right
2025-10-11 05:15:51,down
2025-10-11 05:16:08,left
