timestamp,direction
2025-10-11 05:06:37,right
2025-10-11 05:06:54,down
2025-10-11 05:07:11,left
2025-10-11 05:07:28,up
2025-10-11 05:07:45,right
2025-10-11 05:08:02,down
2025-10-11 05:08:19,left
2025-10-11 05:08:36,up
2025-10-11 05:08:53,right
2025-10-11 05:09:10,down
2025-10-11 05:09:27,left
2025-10-11 05:09:44,up
2025-10-11 05:10:01,right
2025-10-11 05:10:18,down
2025-10-11 05:10:35,left
2025-10-11 05:10:52,up
2025-10-11 05:11:09,right
2025-10-11 05:11:26,down
2025-10-11 05:11:43,left
2025-10-11 05:12:00,up
2025-10-11 05:12:17,right
2025-10-11 05:12:34,down
2025-10-11 05:12:51,left
2025-10-11 05:13:08,up
2025-10-11 05:13:25,right
2025-10-11 05:13:42,down
2025-10-11 05:13:59,left
2025-10-11 05:14:16,up
2025-10-11 05:14:33,right
2025-10-11 05:14:51,down
2025-10-11 05:15:08,left
2025-10-11 05:15:25,up
2025-10-11 05:15:42,right
2025-10-11 05:15:59,down
2025-10-11 05:16:16,left
