timestamp,direction
2026-09-10 02:33:43,up
2026-09-10 02:33:54,down
2026-09-10 02:34:05,right
2026-09-10 02:34:16,left
2026-09-10 02:34:27,down
2026-09-10 02:34:38,left
2026-09-10 02:34:49,right
2026-09-10 02:35:00,up
2026-09-10 02:35:11,down
2026-09-10 02:35:22,left
2026-09-10 02:35:33,up
2026-09-10 02:35:44,right
2026-09-10 02:35:55,left
2026-09-10 02:36:06,down
2026-09-10 02:36:19,up
2026-09-10 02:36:31,right
2026-09-10 02:36:43,left
2026-09-10 02:37:00,down
2026-09-10 02:37:13,up
2026-09-10 02:37:27,right
2026-09-10 02:37:43,left
2026-09-10 02:37:57,down
2026-09-10 02:38:18,up
2026-09-10 02:38:42,right
2026-09-10 02:39:02,left
2026-09-10 02:39:22,down
