timestamp,vehicle_id,vehicle_type,direction,mode
2025-06-22 02:26:13,139488451537296,bus,right,fixed
2025-06-22 02:26:16,139488451537200,bus,right,fixed
2025-06-22 02:26:24,139488451536768,car,down,fixed
2025-06-22 02:26:24,139488451537728,car,down,fixed
2025-06-22 02:26:24,139488451537152,truck,down,fixed
2025-06-22 02:26:41,139488451537824,bike,left,fixed
2025-06-22 02:26:41,139488451537248,bus,left,fixed
2025-06-22 02:26:41,139488451537392,truck,left,fixed
2025-06-22 02:26:42,139488451538064,car,left,fixed
2025-06-22 02:26:42,139488451537680,bike,left,fixed
2025-06-22 02:26:43,139488451537440,bus,left,fixed
2025-06-22 02:26:43,139488474931200,bus,left,fixed
2025-06-22 02:26:44,139488451537632,car,left,fixed
2025-06-22 02:26:58,139488451537344,car,up,fixed
2025-06-22 02:26:58,139488475094272,bike,up,fixed
2025-06-22 02:26:58,139488501200800,bus,up,fixed
2025-06-22 02:26:59,139488451536864,truck,up,fixed
2025-06-22 02:26:59,139488451537536,bike,up,fixed
2025-06-22 02:27:00,139488451537872,car,up,fixed
2025-06-22 02:27:00,139488451537488,bus,up,fixed
2025-06-22 02:27:00,139488451537920,bus,up,fixed
2025-06-22 02:27:01,139488451537776,bus,up,fixed
2025-06-22 02:27:02,139488451538112,bike,up,fixed
2025-06-22 02:27:03,139488451538544,bike,up,fixed
2025-06-22 02:27:03,139488451538256,bike,up,fixed
2025-06-22 02:27:04,139488451538784,bus,up,fixed
2025-06-22 02:27:04,139488451538400,bus,up,fixed
2025-06-22 02:27:06,139488451538736,car,up,fixed
2025-06-22 02:27:06,139488475098304,truck,up,fixed
2025-06-22 02:27:07,139488451538976,bike,up,fixed
2025-06-22 02:27:15,139488451539216,bike,right,fixed
2025-06-22 02:27:15,139488451538016,truck,right,fixed
2025-06-22 02:27:15,139488451538160,bus,right,fixed
2025-06-22 02:27:16,139488451539552,car,right,fixed
2025-06-22 02:27:16,139488451538352,bike,right,fixed
2025-06-22 02:27:17,139488451538304,bike,right,fixed
2025-06-22 02:27:17,139488451538880,truck,right,fixed
2025-06-22 02:27:18,139488451537584,bike,right,fixed
2025-06-22 02:27:32,139488451538496,car,down,fixed
2025-06-22 02:27:32,139488451538592,truck,down,fixed
2025-06-22 02:27:32,139488451538832,bus,down,fixed
2025-06-22 02:27:33,139488451530384,car,down,fixed
2025-06-22 02:27:33,139488451538208,bike,down,fixed
2025-06-22 02:27:34,139488451539072,car,down,fixed
2025-06-22 02:27:34,139488451539744,truck,down,fixed
2025-06-22 02:27:34,139488451539168,bike,down,fixed
2025-06-22 02:27:35,139488451539888,car,down,fixed
2025-06-22 02:27:35,139488451539792,car,down,fixed
2025-06-22 02:27:35,139488451540128,car,down,fixed
2025-06-22 02:27:35,139488451537968,bus,down,fixed
2025-06-22 02:27:37,139488451539600,truck,down,fixed
2025-06-22 02:27:37,139488451539648,truck,down,fixed
2025-06-22 02:27:39,139488451540368,truck,down,fixed
2025-06-22 02:27:39,139488451539696,truck,down,fixed
2025-06-22 02:27:40,139488451539360,car,down,fixed
2025-06-22 02:27:40,139488451540752,car,down,fixed
2025-06-22 02:27:41,139488451539984,bike,down,fixed
2025-06-22 02:27:49,139488451540224,bike,left,fixed
2025-06-22 02:27:49,139488451538448,truck,left,fixed
2025-06-22 02:27:49,139488451538640,bus,left,fixed
2025-06-22 02:27:50,139488730221312,car,left,fixed
2025-06-22 02:27:50,139488451538688,truck,left,fixed
2025-06-22 02:27:51,139488451538928,bus,left,fixed
2025-06-22 02:27:51,139488451540080,car,left,fixed
2025-06-22 02:27:52,139488451539024,car,left,fixed
2025-06-22 02:27:52,139488451536336,car,left,fixed
2025-06-22 02:27:53,139488451539408,bus,left,fixed
2025-06-22 02:27:54,139488729760256,truck,left,fixed
2025-06-22 02:27:55,139488451539456,bus,left,fixed
2025-06-22 02:27:55,139488451541040,car,left,fixed
2025-06-22 02:27:57,139488451536912,bus,left,fixed
2025-06-22 02:27:58,139488451540272,bus,left,fixed
2025-06-22 02:28:06,139488451539120,car,up,fixed
2025-06-22 02:28:06,139488451540032,car,up,fixed
2025-06-22 02:28:06,139488451539264,truck,up,fixed
