timestamp,vehicle_id,vehicle_type,direction,mode
2025-06-22 02:14:16,123974539208432,car,up,fixed
2025-06-22 02:14:16,123974539209104,bike,up,fixed
2025-06-22 02:14:16,123974820169920,truck,up,fixed
2025-06-22 02:14:17,123974539209488,car,up,fixed
2025-06-22 02:14:17,123974539208480,bus,up,fixed
2025-06-22 02:14:18,123974818510272,truck,up,fixed
2025-06-22 02:14:18,123974539209584,bike,up,fixed
2025-06-22 02:14:19,123974539209776,bike,up,fixed
2025-06-22 02:14:19,123974539208000,bus,up,fixed
2025-06-22 02:14:19,123974539209200,truck,up,fixed
2025-06-22 02:14:21,123974539209008,bike,up,fixed
2025-06-22 02:14:22,123974539209440,bus,up,fixed
2025-06-22 02:14:25,123974539210304,bus,up,fixed
2025-06-22 02:14:33,123974539208624,bike,right,fixed
2025-06-22 02:14:33,123974539209920,bike,right,fixed
2025-06-22 02:14:33,123974539208864,truck,right,fixed
2025-06-22 02:14:34,123974539207952,bike,right,fixed
2025-06-22 02:14:34,123974539209392,bike,right,fixed
2025-06-22 02:14:35,123974539208288,car,right,fixed
2025-06-22 02:14:35,123974539209248,bike,right,fixed
2025-06-22 02:14:36,123974539209968,bus,right,fixed
2025-06-22 02:14:36,123974539208720,truck,right,fixed
2025-06-22 02:14:38,123974539209536,car,right,fixed
2025-06-22 02:14:38,123974539210784,car,right,fixed
2025-06-22 02:14:39,123974539210016,truck,right,fixed
2025-06-22 02:14:39,123974539211360,car,right,fixed
2025-06-22 02:14:41,123974539210064,truck,right,fixed
2025-06-22 02:14:42,123974539210160,car,right,fixed
2025-06-22 02:14:50,123974539210112,car,down,fixed
2025-06-22 02:14:50,123974539209680,bike,down,fixed
2025-06-22 02:14:50,123974539209632,truck,down,fixed
2025-06-22 02:14:51,123974539209824,bus,down,fixed
2025-06-22 02:14:51,123974539210640,truck,down,fixed
2025-06-22 02:14:52,123974539210688,truck,down,fixed
2025-06-22 02:14:53,123974539211024,car,down,fixed
2025-06-22 02:14:53,123974539210928,truck,down,fixed
2025-06-22 02:14:54,123974539211984,bus,down,fixed
2025-06-22 02:14:55,123974539211792,bus,down,fixed
2025-06-22 02:14:55,123974539209152,truck,down,fixed
2025-06-22 02:14:57,123974539211552,car,down,fixed
2025-06-22 02:15:07,123974539209872,bike,left,fixed
2025-06-22 02:15:07,123974539210496,bike,left,fixed
2025-06-22 02:15:07,123974539210256,bus,left,fixed
2025-06-22 02:15:08,123974539211168,car,left,fixed
2025-06-22 02:15:08,123974539210208,truck,left,fixed
2025-06-22 02:15:09,123974539210400,car,left,fixed
2025-06-22 02:15:10,123974539211648,truck,left,fixed
2025-06-22 02:15:10,123974539210448,car,left,fixed
2025-06-22 02:15:10,123974539211744,bike,left,fixed
2025-06-22 02:15:11,123974539210592,car,left,fixed
2025-06-22 02:15:11,123974539211840,car,left,fixed
2025-06-22 02:15:12,123974818578112,truck,left,fixed
2025-06-22 02:15:12,123974539210352,car,left,fixed
2025-06-22 02:15:13,123974539212080,truck,left,fixed
2025-06-22 02:15:14,123974539211504,car,left,fixed
2025-06-22 02:15:15,123974588600576,truck,left,fixed
2025-06-22 02:15:16,123974539211600,car,left,fixed
2025-06-22 02:15:24,123974539208336,bike,up,fixed
2025-06-22 02:15:24,123974539210544,bus,up,fixed
2025-06-22 02:15:24,123974539210880,truck,up,fixed
