timestamp,vehicle_id,vehicle_type,direction,mode,wait_time_sec,plan_seq,lane,will_turn,turn_direction,target_turn_lane,released_sec,crossed_sec
2026-09-10 01:54:31,134225965746752,truck,left,priority,7.4,1,1,False,left,0,0.2501,10.1158
2026-09-10 01:54:31,134225966130832,truck,left,priority,6.9,3,2,True,down,0,0.7501,10.1159
2026-09-10 01:54:31,134225966133760,truck,left,priority,5.41,9,0,False,left,0,2.2501,10.1161
2026-09-10 01:54:32,134225966134576,car,left,priority,4.97,18,2,False,left,0,4.5001,10.9347
2026-09-10 01:54:32,134225966134672,truck,left,priority,4.16,19,0,True,up,1,4.7501,10.9348
2026-09-10 01:54:32,134225966135200,truck,left,priority,2.91,24,1,False,left,0,6.0001,10.935
2026-09-10 01:54:33,134225966131984,truck,left,priority,1.33,30,2,False,left,0,7.5001,11.6721
2026-09-10 01:54:33,134225966134720,bus,left,priority,3.47,20,0,False,left,0,5.0001,11.7358
2026-09-10 01:54:33,134225966131408,truck,left,priority,1.85,28,1,False,left,0,7.0001,11.7683
2026-09-10 01:54:34,134225966136880,bike,left,priority,0.31,40,1,False,left,0,10.0001,12.5737
2026-09-10 01:54:35,134225966203344,bike,left,priority,0,47,0,False,left,0,11.7501,13.3922
2026-09-10 01:54:35,134225976283776,truck,left,priority,0,41,2,False,left,0,10.2501,13.5672
2026-09-10 01:54:37,134225966135584,truck,left,priority,0,42,2,False,left,0,10.5016,15.4695
2026-09-10 01:54:42,134225966128816,bus,up,priority,18.8,0,0,True,left,2,0.0003,21.0973
2026-09-10 01:54:42,134225966133040,car,up,priority,17.82,5,2,True,right,2,1.2501,21.0975
2026-09-10 01:54:42,134225966131072,car,up,priority,16.57,10,1,False,up,0,2.5001,21.0976
2026-09-10 01:54:43,134225966133616,bus,up,priority,16.53,8,2,False,up,0,2.0001,21.7386
2026-09-10 01:54:43,134225966131840,truck,up,priority,13.36,26,1,False,up,0,6.5001,21.869
2026-09-10 01:54:43,134225966131936,bike,up,priority,9.51,45,0,True,left,1,11.2501,21.9188
2026-09-10 01:54:44,134225966206656,bus,up,priority,2.0,71,0,False,up,0,17.7501,22.4477
2026-09-10 01:54:44,134225966133904,bus,up,priority,15.62,11,2,True,right,2,2.7508,22.5762
2026-09-10 01:54:44,134225966135920,bus,up,priority,12.44,31,1,False,up,0,7.7501,22.6889
2026-09-10 01:54:45,134225966133856,bike,up,priority,0.66,82,0,True,left,2,20.5001,23.3652
2026-09-10 01:54:45,134225966131456,bus,up,priority,14.7,15,2,False,up,0,3.7501,23.411
2026-09-10 01:54:45,134225966204640,car,up,priority,6.77,57,1,False,up,0,14.2501,23.6528
2026-09-10 01:54:46,134225966136928,car,up,priority,11.79,36,2,True,right,0,9.0001,24.2502
2026-09-10 01:54:46,134225966204688,bus,up,priority,5.45,59,1,False,up,0,14.7501,24.3946
2026-09-10 01:54:46,134225969797008,bike,up,priority,10.26,44,2,False,up,0,11.0001,24.8926
2026-09-10 01:54:47,134225966207616,car,up,priority,2.21,77,1,False,up,0,19.2501,25.3717
2026-09-10 01:54:47,134225966207472,car,up,priority,1.44,80,1,False,up,0,20.0001,26.0798
2026-09-10 01:54:47,134225966204928,truck,up,priority,5.16,58,2,True,right,0,14.5005,26.096
2026-09-10 01:54:48,134225976283776,truck,up,priority,0,95,0,False,up,0,23.7501,26.4506
2026-09-10 01:54:48,134225966134480,car,up,priority,0.44,87,1,False,up,0,21.7501,26.8201
2026-09-10 01:54:48,134225966205264,bike,up,priority,6.85,60,2,False,up,0,15.0001,26.8993
2026-09-10 01:54:49,134225966208672,bike,up,priority,0.27,99,0,False,up,0,24.7501,27.2522
2026-09-10 01:54:49,134225966130544,truck,up,priority,3.43,65,2,True,right,0,16.2501,27.4921
2026-09-10 01:54:49,134225966208384,car,up,priority,0,96,1,False,up,0,24.0001,27.7342
2026-09-10 01:54:50,134225966205552,car,up,priority,4.65,68,2,False,up,0,17.0001,28.3088
2026-09-10 01:54:50,134225966207808,car,up,priority,2.45,79,2,True,right,0,19.7501,29.0334
2026-09-10 01:54:50,134225966204016,car,up,priority,0,97,1,False,up,0,24.2502,29.0973
2026-09-10 01:54:51,134225966208192,bus,up,priority,0.14,84,2,False,up,0,21.0001,29.7883
2026-09-10 01:54:56,134225966133184,bus,down,priority,33.09,2,2,False,down,0,0.5001,35.1008
2026-09-10 01:54:56,134225966131264,bus,down,priority,30.33,13,0,False,down,0,3.2513,35.1011
2026-09-10 01:54:56,134225966203104,bus,down,priority,22.08,46,1,False,down,0,11.5001,35.1015
2026-09-10 01:54:57,134225966135104,car,down,priority,29.07,21,2,True,right,0,5.2501,35.9374
2026-09-10 01:54:57,134225966136016,car,down,priority,27.07,29,0,True,left,1,7.2501,35.9376
2026-09-10 01:54:57,134225966207760,car,down,priority,14.82,78,1,False,down,0,19.5001,35.9382
2026-09-10 01:54:58,134225966137120,bike,down,priority,25.36,37,0,False,down,0,9.2501,36.547
2026-09-10 01:54:58,134225966135632,car,down,priority,28.14,25,2,True,right,0,6.2501,36.5636
2026-09-10 01:54:58,134225966208000,bus,down,priority,13.35,83,1,False,down,0,20.7501,36.58
2026-09-10 01:54:58,134225966131552,car,down,priority,24.41,38,0,False,down,0,9.5001,37.0269
2026-09-10 01:54:58,134225966131312,bus,down,priority,25.84,33,2,True,right,0,8.2501,37.2046
2026-09-10 01:54:59,134225966209008,car,down,priority,9.25,101,1,False,down,0,25.2501,37.3975
2026-09-10 01:54:59,134225966137312,bus,down,priority,23.13,39,0,True,left,2,9.7501,37.7042
2026-09-10 01:54:59,134225966131936,bike,down,priority,7.95,108,1,False,down,0,27.0001,38.0271
2026-09-10 01:55:00,134226038118816,car,down,priority,22.39,49,0,False,down,0,12.2501,38.5406
2026-09-10 01:55:00,134225966133904,bus,down,priority,1.85,129,1,False,down,0,32.2501,38.5417
2026-09-10 01:55:00,134225966136736,truck,down,priority,24.67,34,2,False,down,0,8.5001,38.5565
2026-09-10 01:55:00,134225966203632,bike,down,priority,21.72,54,0,False,down,0,13.5001,39.1661
2026-09-10 01:55:01,134225966204064,bike,down,priority,23.24,50,2,True,right,0,12.5001,39.3759
2026-09-10 01:55:01,134225966211744,bike,down,priority,1.75,134,1,False,down,0,33.5001,39.377
2026-09-10 01:55:01,134225966205408,bike,down,priority,20.66,61,2,True,right,1,15.2501,39.9234
2026-09-10 01:55:02,134225966206848,car,down,priority,17.16,73,2,True,right,1,18.2501,40.3561
2026-09-10 01:55:02,134225966205648,truck,down,priority,18.45,62,0,False,down,0,15.5032,40.4351
2026-09-10 01:55:03,134225965746752,truck,down,priority,13.68,81,0,True,left,1,20.2508,41.2535
2026-09-10 01:55:03,134225966135008,truck,down,priority,10.93,92,2,False,down,0,23.0001,41.2538
2026-09-10 01:55:03,134225966136064,truck,down,priority,11.69,89,0,True,left,0,22.2501,42.0707
2026-09-10 01:55:03,134225966131072,bus,down,priority,6.58,114,2,False,down,0,28.5021,42.0711
2026-09-10 01:55:04,134225966205360,bus,down,priority,10.21,100,0,True,left,0,25.0001,42.8747
2026-09-10 01:55:04,134225966133040,bus,down,priority,5.8,117,2,False,down,0,29.2501,43.0344
2026-09-10 01:55:05,134225966208816,bus,down,priority,8.83,106,0,False,down,0,26.5001,43.8548
2026-09-10 01:55:05,134225966133616,truck,down,priority,3.44,122,2,True,right,2,30.5001,44.0165
2026-09-10 01:55:06,134225966209968,bus,down,priority,8.05,109,0,False,down,0,27.2523,44.8188
2026-09-10 01:55:06,134225966210832,bus,down,priority,4.0,124,2,False,down,0,31.0001,44.8347
2026-09-10 01:55:06,134225966213040,truck,down,priority,0,172,1,False,down,0,43.0029,44.9314
2026-09-10 01:55:07,134225966136928,bus,down,priority,1.85,135,0,False,down,0,33.7501,45.7827
2026-09-10 01:55:07,134225966212464,bike,down,priority,3.64,137,2,True,right,1,34.2511,45.8147
2026-09-10 01:55:09,134225966212560,truck,down,priority,0,140,2,False,down,0,35.0001,47.4544
2026-09-10 01:55:09,134225966207040,car,down,priority,0,184,1,False,down,0,46.0001,47.5199
2026-09-10 01:55:09,134225966212128,truck,down,priority,0,136,0,False,down,0,34.0001,47.6326
2026-09-10 01:55:10,134225966131312,bus,down,priority,0,171,2,True,right,2,42.7501,48.4185
2026-09-10 01:55:10,134225966136976,bus,down,priority,0.89,143,0,True,left,1,35.7501,48.4509
2026-09-10 01:55:11,134225966211792,bike,down,priority,2.83,148,0,False,down,0,37.0001,49.4145
2026-09-10 01:55:16,134225966133328,bike,right,priority,52.64,4,1,False,right,0,1.0001,55.0848
