timestamp,vehicle_id,vehicle_type,direction,mode,wait_time_sec,plan_seq,lane,will_turn,turn_direction,target_turn_lane,released_sec,crossed_sec
2026-09-10 01:39:26,130730184877760,car,right,fixed,0,7,1,False,right,0,14.0001,15.5244
2026-09-10 01:39:32,130730184880400,car,right,fixed,0,10,1,False,right,0,20.0001,21.514
2026-09-10 01:39:36,130730184495840,bike,right,fixed,0,12,0,True,up,2,24.0001,25.4487
2026-09-10 01:39:40,130730187424544,car,right,fixed,0,14,2,False,right,0,28.0001,29.5189
2026-09-10 01:39:44,130730184878096,bike,right,fixed,0,16,1,False,right,0,32.0001,33.4632
2026-09-10 01:39:50,130730184877280,bike,down,fixed,37.62,0,0,False,down,0,0.0003,39.0708
2026-09-10 01:39:50,130730184498960,bike,down,fixed,35.61,1,2,False,down,0,2.0001,39.0709
2026-09-10 01:39:50,130730184877760,truck,down,fixed,1.19,18,1,False,down,0,36.0001,39.1039
2026-09-10 01:39:50,130730184880112,bike,down,fixed,34.28,2,2,True,right,2,4.0001,39.4576
2026-09-10 01:39:50,130730184880688,bus,down,fixed,22.09,8,0,False,down,0,16.0001,39.5851
2026-09-10 01:39:51,130730184880448,bike,down,fixed,28.26,5,2,False,down,0,10.0001,39.8243
2026-09-10 01:39:51,130730195768512,bike,down,fixed,26.29,6,2,True,right,0,12.0001,40.2101
2026-09-10 01:39:52,130730210632256,bike,down,fixed,0,20,2,True,right,2,40.0009,41.2994
2026-09-10 01:39:54,130730184878096,bus,down,fixed,0,21,2,True,right,0,42.0001,43.5193
2026-09-10 01:40:02,130730184881072,bus,down,fixed,0,25,0,True,left,0,50.0001,51.526
2026-09-10 01:40:19,130730184880208,car,left,fixed,60.26,3,2,True,down,0,6.0001,68.1039
2026-09-10 01:40:19,130730184877952,bike,left,fixed,48.45,9,0,True,up,0,18.0001,68.104
2026-09-10 01:40:19,130730185866656,car,left,fixed,28.25,19,1,False,left,0,38.0001,68.1042
2026-09-10 01:40:19,130730184495840,bike,left,fixed,37.28,15,0,True,up,0,30.0012,68.4732
